request_id,worker_id,query,start_time,end_time,latency,status,error
0,0,Query 0,1777502885.3185058,1777502885.5190656,0.2005598545074463,success,
3,3,Query 3,1777502885.3185058,1777502885.519619,0.20111322402954102,success,
2,2,Query 2,1777502885.3185058,1777502885.519619,0.20111322402954102,success,
1,1,Query 1,1777502885.3185058,1777502885.519619,0.20111322402954102,success,
5,1,Query 5,1777502885.3196082,1777502885.5201602,0.20055198669433594,success,
4,0,Query 4,1777502885.3196082,1777502885.5201602,0.20055198669433594,success,
7,3,Query 7,1777502885.3196082,1777502885.5206974,0.20108914375305176,success,
6,2,Query 6,1777502885.3196082,1777502885.5206974,0.20108914375305176,success,
8,0,Query 8,1777502885.3206093,1777502885.5212817,0.20067238807678223,success,
9,1,Query 9,1777502885.3206093,1777502885.5212817,0.20067238807678223,success,
11,3,Query 11,1777502885.3206093,1777502885.5218632,0.20125389099121094,success,
15,2,Query 15,1777502885.321936,1777502885.5224435,0.20050764083862305,success,
12,0,Query 12,1777502885.3206093,1777502885.5224435,0.20183420181274414,success,
13,1,Query 13,1777502885.321936,1777502885.5224435,0.20050764083862305,success,
10,2,Query 10,1777502885.3206093,1777502885.5224435,0.20183420181274414,success,
14,3,Query 14,1777502885.3222752,1777502885.5224435,0.20016837120056152,success,
17,1,Query 17,1777502885.3222752,1777502885.523029,0.20075392723083496,success,
16,0,Query 16,1777502885.3222752,1777502885.523029,0.20075392723083496,success,
23,3,Query 23,1777502885.3232827,1777502885.5235643,0.20028162002563477,success,
21,1,Query 21,1777502885.3232827,1777502885.5235643,0.20028162002563477,success,
20,3,Query 20,1777502885.3222752,1777502885.5235643,0.20128917694091797,success,
19,2,Query 19,1777502885.3222752,1777502885.5235643,0.20128917694091797,success,
18,0,Query 18,1777502885.3222752,1777502885.5235643,0.20128917694091797,success,
22,2,Query 22,1777502885.3232827,1777502885.5235643,0.20028162002563477,success,
26,2,Query 26,1777502885.3232827,1777502885.5241492,0.2008664608001709,success,
24,0,Query 24,1777502885.3232827,1777502885.5241492,0.2008664608001709,success,
25,1,Query 25,1777502885.3232827,1777502885.5241492,0.2008664608001709,success,
28,0,Query 28,1777502885.3232827,1777502885.5247052,0.20142245292663574,success,
29,1,Query 29,1777502885.3232827,1777502885.5247052,0.20142245292663574,success,
27,3,Query 27,1777502885.3232827,1777502885.5247052,0.20142245292663574,success,
30,2,Query 30,1777502885.3232827,1777502885.5247052,0.20142245292663574,success,
32,0,Query 32,1777502885.3247893,1777502885.525343,0.20055365562438965,success,
33,1,Query 33,1777502885.3247893,1777502885.525343,0.20055365562438965,success,
31,3,Query 31,1777502885.3232827,1777502885.5259004,0.20261764526367188,success,
35,3,Query 35,1777502885.3247893,1777502885.5259004,0.2011110782623291,success,
34,2,Query 34,1777502885.3247893,1777502885.5259004,0.2011110782623291,success,
38,2,Query 38,1777502885.3258061,1777502885.5264332,0.20062708854675293,success,
37,1,Query 37,1777502885.3258061,1777502885.5264332,0.20062708854675293,success,
36,0,Query 36,1777502885.3258061,1777502885.5264332,0.20062708854675293,success,
39,3,Query 39,1777502885.3258061,1777502885.5269895,0.20118331909179688,success,
40,0,Query 40,1777502885.3258061,1777502885.5269895,0.20118331909179688,success,
41,1,Query 41,1777502885.3258061,1777502885.5269895,0.20118331909179688,success,
46,2,Query 46,1777502885.326799,1777502885.527583,0.20078396797180176,success,
