request_id,worker_id,query,start_time,end_time,latency,status,error
0,0,Query 0,1777502825.2076259,1777502825.4082985,0.20067262649536133,success,
2,2,Query 2,1777502825.2076259,1777502825.4082985,0.20067262649536133,success,
1,1,Query 1,1777502825.2076259,1777502825.4088519,0.20122599601745605,success,
5,1,Query 5,1777502825.2086236,1777502825.4088519,0.20022821426391602,success,
4,0,Query 4,1777502825.2076259,1777502825.4088519,0.20122599601745605,success,
3,3,Query 3,1777502825.2076259,1777502825.4088519,0.20122599601745605,success,
6,2,Query 6,1777502825.2086236,1777502825.4099762,0.20135259628295898,success,
8,0,Query 8,1777502825.2086236,1777502825.4099762,0.20135259628295898,success,
12,0,Query 12,1777502825.2097445,1777502825.4104989,0.20075440406799316,success,
7,3,Query 7,1777502825.2086236,1777502825.4104989,0.2018752098083496,success,
10,1,Query 10,1777502825.2097445,1777502825.4110353,0.20129084587097168,success,
13,1,Query 13,1777502825.2097445,1777502825.4110353,0.20129084587097168,success,
11,3,Query 11,1777502825.2097445,1777502825.4110353,0.20129084587097168,success,
14,2,Query 14,1777502825.2097445,1777502825.4110353,0.20129084587097168,success,
17,1,Query 17,1777502825.210743,1777502825.4115694,0.20082640647888184,success,
9,2,Query 9,1777502825.2097445,1777502825.4115694,0.20182490348815918,success,
15,3,Query 15,1777502825.210743,1777502825.4115694,0.20082640647888184,success,
21,1,Query 21,1777502825.2117422,1777502825.4121075,0.20036530494689941,success,
20,0,Query 20,1777502825.2117422,1777502825.4121075,0.20036530494689941,success,
18,2,Query 18,1777502825.210743,1777502825.4121075,0.20136451721191406,success,
23,3,Query 23,1777502825.2121196,1777502825.4126377,0.20051813125610352,success,
19,3,Query 19,1777502825.2117422,1777502825.4126377,0.2008955478668213,success,
16,0,Query 16,1777502825.210743,1777502825.4126377,0.20189476013183594,success,
22,2,Query 22,1777502825.2121196,1777502825.4126377,0.20051813125610352,success,
26,2,Query 26,1777502825.2121196,1777502825.4131837,0.2010641098022461,success,
25,1,Query 25,1777502825.2121196,1777502825.4131837,0.2010641098022461,success,
24,0,Query 24,1777502825.2121196,1777502825.4131837,0.2010641098022461,success,
30,2,Query 30,1777502825.2130742,1777502825.4142523,0.20117807388305664,success,
29,1,Query 29,1777502825.2130742,1777502825.4142523,0.20117807388305664,success,
27,3,Query 27,1777502825.2130742,1777502825.4142523,0.20117807388305664,success,
34,2,Query 34,1777502825.214081,1777502825.414779,0.2006978988647461,success,
39,2,Query 39,1777502825.214081,1777502825.414779,0.2006978988647461,success,
32,0,Query 32,1777502825.2130742,1777502825.414779,0.201704740524292,success,
31,3,Query 31,1777502825.2130742,1777502825.414779,0.201704740524292,success,
28,0,Query 28,1777502825.2130742,1777502825.414779,0.201704740524292,success,
33,1,Query 33,1777502825.2130742,1777502825.414779,0.201704740524292,success,
36,0,Query 36,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
37,1,Query 37,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
35,3,Query 35,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
42,2,Query 42,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
43,3,Query 43,1777502825.2150838,1777502825.4153094,0.2002255916595459,success,
41,0,Query 41,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
40,1,Query 40,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
38,3,Query 38,1777502825.214081,1777502825.4153094,0.20122838020324707,success,
46,2,Query 46,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
48,0,Query 48,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
45,1,Query 45,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
50,2,Query 50,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
49,1,Query 49,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
44,0,Query 44,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
47,3,Query 47,1777502825.2150838,1777502825.4163713,0.20128750801086426,success,
51,3,Query 51,1777502825.2150838,1777502825.4169035,0.20181965827941895,success,
52,0,Query 52,1777502825.2150838,1777502825.4169035,0.20181965827941895,success,
58,2,Query 58,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
57,1,Query 57,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
56,0,Query 56,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
54,2,Query 54,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
55,3,Query 55,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
53,1,Query 53,1777502825.2166028,1777502825.4174387,0.2008359432220459,success,
61,1,Query 61,1777502825.2166028,1777502825.4179695,0.20136666297912598,success,
59,3,Query 59,1777502825.2166028,1777502825.4179695,0.20136666297912598,success,
60,0,Query 60,1777502825.2166028,1777502825.4179695,0.20136666297912598,success,
64,0,Query 64,1777502825.2181084,1777502825.4184935,0.20038509368896484,success,
63,3,Query 63,1777502825.2166028,1777502825.4184935,0.2018907070159912,success,
62,2,Query 62,1777502825.2166028,1777502825.4184935,0.2018907070159912,success,
67,3,Query 67,1777502825.2181084,1777502825.4190216,0.2009131908416748,success,
66,2,Query 66,1777502825.2181084,1777502825.4190216,0.2009131908416748,success,
65,1,Query 65,1777502825.2181084,1777502825.4190216,0.2009131908416748,success,
70,2,Query 70,1777502825.2191155,1777502825.4195487,0.20043325424194336,success,
69,1,Query 69,1777502825.2191155,1777502825.4195487,0.20043325424194336,success,
68,0,Query 68,1777502825.2181084,1777502825.4195487,0.20144033432006836,success,
72,0,Query 72,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
71,3,Query 71,1777502825.2191155,1777502825.4215827,0.2024672031402588,success,
75,3,Query 75,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
74,2,Query 74,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
73,1,Query 73,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
79,3,Query 79,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
78,2,Query 78,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
77,1,Query 77,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
76,0,Query 76,1777502825.2204764,1777502825.4215827,0.20110630989074707,success,
81,1,Query 81,1777502825.222486,1777502825.4235916,0.20110559463500977,success,
80,0,Query 80,1777502825.222486,1777502825.4235916,0.20110559463500977,success,
84,0,Query 84,1777502825.2237403,1777502825.4240985,0.20035815238952637,success,
83,3,Query 83,1777502825.222486,1777502825.4240985,0.2016124725341797,success,
82,2,Query 82,1777502825.222486,1777502825.4240985,0.2016124725341797,success,
87,3,Query 87,1777502825.2237403,1777502825.4246216,0.2008812427520752,success,
86,2,Query 86,1777502825.2237403,1777502825.4246216,0.2008812427520752,success,
85,1,Query 85,1777502825.2237403,1777502825.4246216,0.2008812427520752,success,
91,3,Query 91,1777502825.2247448,1777502825.4251537,0.200408935546875,success,
90,2,Query 90,1777502825.2247448,1777502825.4251537,0.200408935546875,success,
88,0,Query 88,1777502825.2237403,1777502825.4251537,0.20141339302062988,success,
89,1,Query 89,1777502825.2237403,1777502825.4251537,0.20141339302062988,success,
92,0,Query 92,1777502825.2247448,1777502825.4256709,0.2009260654449463,success,
